Date,Ghost_Size,Eligible_Size,Live_Size,Opt_Exp_Return,Opt_Exp_Variance,Effective_Gross_Exposure,Mean_Innovation_Z,Mean_CUSUM_S_t,Vol_Ratio,Mean_LinUCB_Gate,rebalanced
2024-09-09,13,0,0,0.0,0.0,1.0,0.0,0.0,1.1294535397709355,1.9730769230769236,1
2024-09-10,14,3,3,0.6765523491698052,0.007073147555013919,0.6765523491698052,2.270033345367817,0.0,1.192917024282795,2.021428571428572,1
2024-09-11,14,5,5,1.0064493720840215,0.011334858852067937,1.0064493720840215,2.7983987023843913,0.0,0.9788028528022389,1.9357142857142862,1
2024-09-12,14,3,3,0.6915015900706343,0.007883310747886316,0.6915015900706343,2.7090208186693574,0.0,1.022567093312282,2.164285714285714,1
2024-09-16,11,1,1,0.25,0.004714940471745642,0.25,2.043225343892831,0.0,0.4735404026984087,2.213636363636364,1
2024-09-17,10,0,0,0.0,0.0,1.0,0.0,0.0,0.4006885601314199,2.25,1
2024-09-18,11,1,1,0.25,0.003252969318200815,0.25,2.309265010934919,0.0,0.3304013893727343,2.25,1
2024-09-19,11,2,2,0.4209547894374523,0.005140624797551735,0.4209547894374523,2.341870455700935,0.0,0.5151516312567347,2.25,1
2024-09-20,10,1,1,0.25,0.003071703063758879,0.25,2.3744759004669507,0.0,0.6416426498923649,1.575,1
2024-09-23,13,2,2,0.4276669162181864,0.008127504474907446,0.4276669162181864,1.7053933716530079,0.0,0.7137059673234546,1.5,1
2024-09-24,12,1,1,0.25,0.00484874388659353,0.25,1.7413517297228496,0.0,0.6862031676854539,1.8125,1
2024-09-25,11,2,2,0.4547011437047962,0.009230887032345435,0.4547011437047962,1.8328683557575045,0.0,0.6941232085932917,1.7045454545454546,1
2024-09-26,13,1,1,0.25,0.004936164148001708,0.25,1.7413517297228496,0.0,0.8060261674880865,2.076923076923077,1
2024-09-30,11,2,2,0.4643013597199117,0.007656845216896904,0.4643013597199117,2.0674670757010056,0.0,0.594050579455035,1.9090909090909092,1
2024-10-01,9,0,0,0.0,0.0,1.0,0.0,0.0,0.576933334485957,2.0,1
2024-10-02,8,1,1,0.25,0.002765601126516425,0.25,3.1790487104855023,0.0,0.6804407378286429,1.96875,1
2024-10-04,9,0,0,0.0,0.0,1.0,0.0,0.0,0.4212749124523515,1.6666666666666667,1
2024-10-08,16,1,1,0.25,0.0008273467550770199,0.25,1.7871412139379927,0.0,0.6986160744826146,1.734375,1
2024-10-09,17,2,2,0.5,0.0018191928842835128,0.5,1.6625815276058553,0.0,0.713489552551271,1.7647058823529411,1
2024-10-10,15,1,1,0.25,0.0007972574728379201,0.25,1.7871412139379927,0.0,0.8045287373011336,2.15,1
