,Ghost_Size,Eligible_Size,Live_Size,Opt_Exp_Return,Opt_Exp_Variance,Effective_Gross_Exposure,Mean_Innovation_Z,Mean_CUSUM_S_t,Vol_Ratio,Mean_LinUCB_Gate,rebalanced,Live_Realized_Return,Ghost_Realized_Return,Eligible_Realized_Return
2024-09-23,13.0,2.0,2.0,0.4276669162181864,0.008127504474907446,0.4276669162181864,1.7053933716530079,0.0,0.7137059673234546,1.5,1,0.0008933902225292112,0.0008187753002177889,0.007909898198405374
2024-09-24,12.0,1.0,1.0,0.25,0.00484874388659353,0.25,1.7413517297228496,0.0,0.6862031676854539,1.8125,1,-0.0007593439889239662,-0.002810211404854268,0.014801049467165539
2024-09-25,11.0,2.0,2.0,0.4547011437047962,0.009230887032345435,0.4547011437047962,1.8328683557575045,0.0,0.6941232085932917,1.7045454545454546,1,-0.0007082902831871962,-0.008349588142401054,0.016634178921965947
2024-09-26,13.0,1.0,1.0,0.25,0.004936164148001708,0.25,1.7413517297228496,0.0,0.8060261674880865,2.076923076923077,1,-0.008180813246439378,-0.006818810197504188,-0.05200237365956717
2024-09-27,13.0,1.0,1.0,0.25,0.004936164148001708,0.25,1.7413517297228496,0.0,0.8060261674880865,2.076923076923077,0,-0.004859387375166002,-0.001883751775340059,-0.018165084807927223
2024-09-30,11.0,2.0,2.0,0.4643013597199117,0.007656845216896904,0.4643013597199117,2.0674670757010056,0.0,0.594050579455035,1.9090909090909092,1,-0.0005626016318598381,0.004112700501757827,-0.017116623706890044
2024-10-01,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.576933334485957,2.0,1,0.00314166857178666,0.0039669556312951215,0.013136652539757598
2024-10-02,8.0,1.0,1.0,0.25,0.002765601126516425,0.25,3.1790487104855023,0.0,0.6804407378286429,1.96875,1,-0.0025932024353274574,0.00015637303463833518,-0.01901037717284626
2024-10-03,8.0,1.0,1.0,0.25,0.002765601126516425,0.25,3.1790487104855023,0.0,0.6804407378286429,1.96875,0,-5.9457888482716825e-05,-0.0012382759225726403,0.0004329712477042502
2024-10-04,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4212749124523515,1.6666666666666667,1,0.0013852114037646857,0.004724618437780492,0.008525861170880722
2024-10-07,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4212749124523515,1.6666666666666667,0,0.000985727479723586,0.005206794869149212,-0.034903507935818756
2024-10-08,16.0,1.0,1.0,0.25,0.0008273467550770199,0.25,1.7871412139379927,0.0,0.6986160744826146,1.734375,1,0.0,-0.0004829861825050852,0.021768548951998312
2024-10-09,17.0,2.0,2.0,0.5,0.0018191928842835128,0.5,1.6625815276058553,0.0,0.713489552551271,1.7647058823529411,1,-6.600450396632151e-05,-0.005722240599316364,-0.02553634432015972
2024-10-10,15.0,1.0,1.0,0.25,0.0007972574728379201,0.25,1.7871412139379927,0.0,0.8045287373011336,2.15,1,-0.00012184481096289002,-0.001081247110106598,0.03545009844394631
2024-10-11,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7952740083858933,2.2,1,-0.001025466611616399,0.0017331025161912983,0.008782193958617901
2024-10-14,16.0,6.0,6.0,1.3566136969746507,0.18412228625508387,1.3566136969746507,3.533269237690332,0.0,0.853696180282183,2.25,1,0.002732372629736135,-0.00010060568356107247,-0.030025769600724117
2024-10-15,16.0,6.0,6.0,1.3566136969746507,0.18412228625508387,1.3566136969746507,3.533269237690332,0.0,0.853696180282183,2.25,0,-0.00026403505040617503,-0.005980203606887113,0.005490789852867328
2024-10-16,16.0,6.0,6.0,1.3566136969746507,0.18412228625508387,1.3566136969746507,3.533269237690332,0.0,0.853696180282183,2.25,0,-0.014404523387477997,-0.006519420566981848,-0.04113011502501629
2024-10-17,20.0,7.0,7.0,1.1326085499025411,0.04708935995476495,1.1326085499025411,3.3701343529204766,0.0,0.7691693084946571,1.6875,1,-0.023840804813086147,0.0001848237190602564,0.004886275429610176
2024-10-18,19.0,5.0,5.0,1.1165852377152106,0.12912988270197262,1.1165852377152106,3.581037957975565,0.0,0.7119132329955633,1.7157894736842105,1,0.0012727893602761942,0.0014002678707838445,0.032291043216743365
2024-10-21,20.0,3.0,3.0,0.632513773186723,0.04440861334023775,0.632513773186723,3.6190344066307816,0.0,0.568429031927487,1.8725,1,-0.003218085135005211,-0.00041902718634012626,-0.01885401556609434
