Date,Ghost_Size,Eligible_Size,Live_Size,Opt_Exp_Return,Opt_Exp_Variance,Effective_Gross_Exposure,Mean_Innovation_Z,Mean_CUSUM_S_t,Vol_Ratio,Mean_LinUCB_Gate,rebalanced
2025-08-26,22,0,0,0.0,0.0,1.0,0.0,0.0,1.3921206399741326,1.8681818181818186,1
2025-09-05,12,1,1,0.25,0.0047806425696245575,0.25,1.8820968954421822,0.0,0.8093894915408143,1.8500000000000005,1
2025-09-08,10,1,1,0.25,0.0015361304213852517,0.25,3.5873990239295495,0.0,0.8116415057330608,1.725,1
2025-09-09,11,0,0,0.0,0.0,1.0,0.0,0.0,0.8110533149766722,1.5,1
2025-09-10,12,1,1,0.25,0.001009995601766692,0.25,1.634830683636057,0.0,0.632253245100754,1.5,1
2025-09-11,14,3,3,0.6618184505045183,0.008458887902554358,0.6618184505045183,2.0874627430848354,0.0,0.6155515224082534,1.5,1
2025-09-12,12,4,4,0.8784134574110198,0.011252133730451908,0.8784134574110198,2.0284723416034387,0.0,1.0055113902229762,1.5625,1
2025-09-15,11,1,1,0.25,0.003434308728627274,0.25,2.553352691947264,0.0,1.1906578005326018,2.109090909090909,1
2025-09-16,10,0,0,0.0,0.0,1.0,0.0,0.0,1.2404955819313148,2.21,1
2025-09-17,12,1,1,0.25,0.0020936893722439875,0.25,2.5680368691547883,0.0,1.257647986941381,2.216666666666667,1
2025-09-18,14,1,1,0.25,0.0015986691828748082,0.25,1.8270017875755329,0.0,1.278815748909261,1.860714285714286,1
2025-09-19,14,2,2,0.38767637449746195,0.004249746105547111,0.38767637449746195,3.2387185721598604,0.0,0.7825243411614601,2.1357142857142857,1
2025-09-22,14,3,3,0.6704767144533252,0.004689847427937081,0.6704767144533252,2.924412726628862,0.0,0.5561031247254066,2.107142857142857,1
2025-09-25,14,3,3,0.7280025709049069,0.005010543595964046,0.7280025709049069,3.4568882257902054,0.0,0.5588294484072418,2.1357142857142857,1
2025-09-29,13,2,2,0.4451482256921711,0.0031039552246924645,0.4451482256921711,3.3363806713892377,0.0,0.9824124641065559,2.0961538461538463,1
