Date,Ghost_Size,Eligible_Size,Live_Size,Opt_Exp_Return,Opt_Exp_Variance,Effective_Gross_Exposure,Mean_Innovation_Z,Mean_CUSUM_S_t,Vol_Ratio,Mean_LinUCB_Gate,rebalanced
2025-08-26,22,1,1,0.25,0.0016160893286528777,0.25,1.637657177193398,0.0,1.3921206399741326,1.7659090909090909,1
2025-08-29,19,0,0,0.0,0.0,1.0,0.0,0.0,1.4058258132884554,1.955263157894737,1
2025-09-05,12,1,1,0.25,0.0047806425696245575,0.25,1.8820968954421822,0.0,0.8093894915408143,2.1166666666666667,1
2025-09-08,10,1,1,0.25,0.0015361304213852517,0.25,3.5873990239295495,0.0,0.8116415057330608,2.25,1
2025-09-09,11,0,0,0.0,0.0,1.0,0.0,0.0,0.8110533149766722,1.9000000000000001,1
2025-09-11,14,2,2,0.47573186514233323,0.005273268675728052,0.47573186514233323,2.7337090113310705,0.0,0.6155515224082534,1.7892857142857141,1
2025-09-15,11,1,1,0.25,0.003434308728627274,0.25,2.553352691947264,0.0,1.1906578005326018,2.109090909090909,1
2025-09-16,10,0,0,0.0,0.0,1.0,0.0,0.0,1.2404955819313148,2.21,1
2025-09-17,12,1,1,0.25,0.0020936893722439875,0.25,2.5680368691547883,0.0,1.257647986941381,2.216666666666667,1
2025-09-18,14,1,1,0.25,0.0015986691828748082,0.25,1.8270017875755329,0.0,1.278815748909261,1.917857142857143,1
2025-09-19,14,2,2,0.38767637449746195,0.004249746105547111,0.38767637449746195,3.2387185721598604,0.0,0.7825243411614601,2.1392857142857142,1
2025-09-22,14,3,3,0.6704767144533252,0.004689847427937081,0.6704767144533252,2.924412726628862,0.0,0.5561031247254066,2.0,1
2025-09-23,12,4,4,0.8848688832699092,0.008534997394246124,0.8848688832699092,2.6328787153478315,0.0,0.5276296134342175,1.9916666666666665,1
2025-09-24,14,2,2,0.4435489625068164,0.005028306573299237,0.4435489625068164,2.727080297721497,0.0,0.4660952335545001,1.9678571428571432,1
2025-09-25,15,3,3,0.7200652827322187,0.008621106361848603,0.7200652827322187,3.2346017687382886,0.0,0.5588294484072418,1.916666666666667,1
2025-09-26,13,3,3,0.6128485647844246,0.005018902413950468,0.6128485647844246,2.911958460692962,0.0,0.5470108360174881,1.834615384615385,1
2025-09-29,13,3,3,0.6616561187692943,0.005964830165907998,0.6616561187692943,3.1582345749778766,0.0,0.9824124641065559,2.0384615384615388,1
2025-09-30,11,2,2,0.48973655121167836,0.00436024410527544,0.48973655121167836,3.5734861492188625,0.0,1.0138096049564245,1.9318181818181819,1
2025-10-01,11,3,3,0.6832651414316913,0.007034127478398069,0.6832651414316913,3.4654956617214,0.0,1.0415622538875258,1.9681818181818185,1
2025-10-02,11,2,2,0.40203016725441487,0.003147947948434319,0.40203016725441487,3.3289984502105296,0.0,0.987187249189394,2.25,1
2025-10-03,9,1,1,0.25,0.005541697883828606,0.25,2.4083521896491873,0.0,0.5079714479039678,2.2055555555555557,1
2025-10-07,10,2,2,0.46957460679086716,0.012380825742617802,0.46957460679086716,2.54285409857786,0.0,0.23446196662649377,2.05,1
2025-10-08,9,1,1,0.25,0.005647896643177138,0.25,2.4083521896491873,0.0,0.48638945106040965,2.2055555555555557,1
2025-10-09,6,0,0,0.0,0.0,1.0,0.0,0.0,0.5381849487139285,2.183333333333333,1
2025-10-13,7,3,3,0.693005221690626,0.024624990908016724,0.693005221690626,2.373933376599185,0.0,1.444469326361655,1.6071428571428572,1
2025-10-14,5,2,2,0.48095345879802903,0.012466819642240425,0.48095345879802903,2.500918378829048,0.0,1.8396880607457533,1.95,1
2025-10-16,7,1,1,0.25,0.008586614706938691,0.25,1.9629696038491258,0.0,1.9752272360879493,1.9285714285714286,1
2025-10-17,7,0,0,0.0,0.0,1.0,0.0,0.0,1.9694655436887376,1.9285714285714286,1
2025-10-23,9,1,1,0.25,0.00573477461925287,0.25,2.39312263696826,0.0,1.1335036168165942,2.0,1
2025-10-24,9,0,0,0.0,0.0,1.0,0.0,0.0,0.8131725820972637,2.2055555555555557,1
2025-11-06,15,1,1,0.25,0.001213969209488067,0.25,2.295354070575751,0.0,0.7768198581686161,2.2233333333333336,1
2025-11-07,16,1,1,0.25,0.006802915030750256,0.25,2.8916533047918502,0.0,0.845751508902652,2.25,1
2025-11-10,17,2,2,0.3370913685315534,0.0016191095530054675,0.3370913685315534,2.6440744286305096,0.0,1.0826082797555492,2.25,1
2025-11-11,16,1,1,0.25,0.0005607715905933847,0.25,2.396495552469169,0.0,1.1400097482899951,2.203125,1
2025-11-12,14,2,2,0.4964970538872734,0.0034637458382306653,0.4964970538872734,2.8810010923780873,0.0,0.9557900778667822,2.2214285714285715,1
2025-11-14,13,1,1,0.25,0.002767249464016326,0.25,3.3655066322870058,0.0,1.256178541597405,2.1923076923076925,1
2025-11-25,8,0,0,0.0,0.0,1.0,0.0,0.0,1.6097656629830455,2.25,1
2025-12-09,10,2,2,0.44301516546001973,0.002315344192630697,0.44301516546001973,2.433825698848608,0.0,0.6187040055807688,2.25,1
2025-12-10,10,3,3,0.6668267233312524,0.004715112667724552,0.6668267233312524,2.866106267421653,0.0,0.6386504141628392,2.175,1
2025-12-11,12,1,1,0.25,0.0029426586822509804,0.25,2.5878068597637984,0.0,0.9374797444127667,2.25,1
2025-12-12,13,2,2,0.4823740971900523,0.0053818042517625175,0.4823740971900523,2.353527882266726,0.0,1.0106511255267123,2.1923076923076925,1
2025-12-16,10,0,0,0.0,0.0,1.0,0.0,0.0,1.076054245554361,2.25,1
